Code/Num,Name
IDIS160,"Science, Technology and Society"
IDIS191,Freshman Project
IDIS350,Advanced FSU Colloquium
IDIS351,Honors: Advanced FSU Colloquium
IDIS491,Honors Seminar
IDIS493,Honors Thesis
IDIS495,Interdisciplinary Experience
INTR330,International Business
INTR490,Special Topics in Global Business
INST150,Introduction to World Religions
INST200,Introduction to International Studies
INST490,Special Topics in International Studies
INST491,Seminar in International Studies
INST492,Internship Seminar
INST495,Internship in International Studies
LEAD101,Introduction to Leadership Studies
LEAD301,Organizational Leadership
LEAD401,Citizen Leadership
LEAD499,Independent Study
LBST201,Introduction to Career and Professional Development
LBST450,Senior Self-Assessment
LBST494,Field Experience in Liberal Studies
LBST499,Directed Study
LCFM103,Applied CAD
LCFM200,Physical Sciences & Materials
LCFM201,Building Materials
LCFM202,Construction Methods of Structures and Infrastructures
LCFM203,Systems Life-Cycle Cost Analysis
LCFM204,Durability of Materials
LCFM301,Structures in a Resilient World
LCFM302,Facility and Maintenance Scheduling
LCFM303,Contracts and Bidding
LCFM304,Environmental Building Systems
LCFM305,Project Management for Life-Cycle Facilities
LCFM306,Estimating Life-Cycle Facilities in Context of Climate Change Realities
LCFM401,Sustainable Building Design
LCFM402,Emerging Technologies in Climate Change Context
LCFM403,Risk Management
LCFM404,Life-Cycle Assessment of Building Materials
LCFM405,Negotiation Strategies
LCFM485,Life-Cycle Facilities Management Capstone
LCFM495,Life-Cycle Facilities Management Internship
LING301,Introduction to Language
MGMT110,Career and Professional Development I
MGMT200,Introduction to Data Analytics Using Excel
MGMT251,Management of Organizations
MGMT310,Career and Professional Development II
MGMT315,New Business Ventures
MGMT355,Operations Management
MGMT356,Leadership and Human Behavior
MGMT357,Human Resources Management
MGMT359,Quality Management
MGMT391,Management Seminar
MGMT402,Project Management
MGMT405,Business Ethics and Social Responsibility
MGMT425,Entrepreneurial Business Plan
MGMT450,International Management
MGMT452,Staffing and Development
MGMT456,Compensation Management
MGMT457,Labor Relations
MGMT485,Business Policy and Strategy
MGMT490,Special Topics in Business Administration - Management
MGMT494,Internship in Management
MGMT499,Independent Study in Management
MKTG261,Principles of Marketing
MKTG363,Advertising
MKTG364,Branding Strategy
MKTG365,Professional Selling and Relationship Management
MKTG366,Consumer Behavior
MKTG460,Global Marketing
MKTG462,Marketing Research
MKTG465,Marketing Strategies
MKTG466,Services Marketing
MKTG467,Digital and Social Media Marketing
MKTG469,Marketing Plans Development
MKTG490,Special Topics in Business Administration - Marketing
MKTG494,Internship in Marketing
MKTG499,Independent Study in Marketing
MCOM100,Digital Audio Workshop
MCOM101,FSU-TV3 Television Workshop
MCOM105,Digital Media and Media Literacy
MCOM205,Mobile Media Production
MCOM213,Digital Audio Production
MCOM246,Media Research Methods
MCOM250,Announcing and Performance
MCOM287,Single-Camera Production
MCOM301,Multi-Media Workshop
MCOM313,Advanced Digital Audio Production
MCOM316,Digital Media Management and Programming
MCOM325,Seminar in Public Relations
MCOM326,Writing for Electronic Media
MCOM336,Broadcast-Cable Programming
MCOM346,Communication Theory
MCOM350,Episodic Scriptwriting
MCOM356,Promotional Media Strategies
MCOM388,Multi-Camera Production
MCOM447,Media Law and Regulations
MCOM450,Business of Digital Media Production
MCOM465,Digital Audio Promotion and Production
MCOM485,Digital Media Aesthetics and Criticism
MCOM486,Media and Society
MCOM487,Advanced Single-Camera Production
MCOM488,Advanced Multi-Camera Production
MCOM490,Special Topics in Digital Media
MCOM492,Digital Media Internship Project
MCOM494,Digital Media Internship
MCOM495,Extended Internship
MCOM498,Senior Seminar in Digital Media
MCOM499,Directed Study
MATH104,Introduction to Mathematical Problem Solving
MATH109,Elements of Applied Probability and Statistics
MATH110,Honors: Elements of Applied Probability & Statistics
MATH118,Applied Mathematics for Business
MATH119,College Algebra
MATH120,Pre-Calculus Mathematics
MATH200,An Introduction to Discrete Mathematics
MATH206,Problem Solving for Elementary Teachers I
MATH207,Problem Solving for Elementary Teachers II
MATH220,Calculus for Applications I
MATH221,Calculus for Applications II
MATH236,Calculus I
MATH237,Calculus II
MATH238,Calculus III
MATH280,Introductory Applied Statistics and Data Analysis
MATH315,Foundations of Mathematics
MATH340,Fundamental Concepts of Geometry
MATH350,Linear Algebra I
MATH380,Introduction to Probability and Statistics
MATH425,Introduction to Real Analysis
MATH426,Introduction to Complex Analysis
MATH432,Differential Equations
MATH436,Mathematical Physics
MATH437,Combinatorics and Graph Theory
MATH440,Modern College Geometry
MATH451,Modern Higher Algebra
MATH452,Linear Algebra II
MATH460,Introductory Topology
MATH461,History of Mathematics
MATH465,Theory of Numbers
MATH470,Mathematical Models and Applications
MATH480,Probability and Statistics
MATH490,Selected Topics in Mathematics
MATH491,Seminar in Mathematics
MATH492,Internship Seminar
MATH495,Internship in Mathematics
MATH499,Individual Study in Mathematics
ENME232,Thermodynamics
ENME271,Numerical Methods in Mechanical Engineering
ENME272,Introduction to Computer-Aided Design
ENME320,UMCP-Thermodynamics
ENME331,Fluid Mechanics
ENME332,Transfer Processes
ENME350,Electronics and Instrumentation I
ENME351,Electronics and Instrumentation II
ENME352,Introduction to Polymer Engineering & Manufacturing
ENME366,Ceramic Engineering and Manufacturing
ENME371,Product Engineering and Manufacturing
ENME373,Advanced Computer-Aided Design
ENME382,Engineering Materials & Manufacturing Processes
ENME391,Statistical Methods for Product & Process Development
ENME392,UMCP-Statistical Methods for Product & Process Develop
ENME400,Machine Design
ENME405,Fundamentals of Materials Engineering
ENME410,Capstone Design Project for Materials Engineering
ENME425,Microfabrication
ENME448,"Introduction to Nanotechnology: Principle, Technology and Device"
ENME467,Introduction to Nanomaterials: from Synthesis to Application
ENME472,Integrated Product and Process Development
ENME481,Project Development in Materials
ENME488,Special Problems in Mechanical Engineering
MDFL111,Intercultural Understanding
MDFL190,Selected Topics in Foreign Lang. and Literature
MDFL211,Introduction to World Literature I
MDFL212,Introduction to World Literature II
MDFL290,Selected Topics in Foreign Language & Literature
MDFL301,Latin American Women's Issues
MDFL390,Selected Topics in Foreign Language & Literature
MDFL407,Latin American and Spanish Film
MDFL417,World Film
MDST490,Topics in Multidisciplinary Studies  
MUSC100,Introduction to Music Theory
MUSC101,Music Fundamentals
MUSC102,Tonal & Aural Analysis I
MUSC103,Tonal & Aural Analysis II
MUSC104,Aural Musicianship I
MUSC105,Aural Musicianship II
MUSC106,History of Rock
MUSC110,Music Appreciation
MUSC117,"Music of Africa, Asia and the Americas"
MUSC125,Introduction to Music Education
MUSC169,Music Theory for Musical Theatre
MUSC204,Tonal & Aural Analysis III
MUSC205,Tonal & Aural Analysis IV
MUSC206,Aural Musicianship III
MUSC207,Aural Musicianship IV
MUSC210,Diction I
MUSC211,Diction II
MUSC215,Beginning Improvisation
MUSC216,Advanced Improvisation
MUSC250,Gender and Sexuality in Music
MUSC252,Music Field Experience
MUSC308,Music History I: Music of the Baroque and Classical Periods
MUSC309,Music History II: Music of the Romantic and Modern Periods
MUSC310,Basic Principles of Conducting I-Choral
MUSC311,Jazz History
MUSC313,Music History III: Music of the Medieval and Renaissance Periods
MUSC314,Jazz Theory & Analysis
MUSC315,Piano Ensemble
MUSC319,University Chorale
MUSC321,Opera Workshop
MUSC327,Jazz Orchestra
MUSC329,Marching Band
MUSC330,Wind Ensemble
MUSC331,Brass Ensemble
MUSC335,String Ensemble
MUSC336,Guitar Ensemble
MUSC337,Woodwind Ensemble
MUSC339,Percussion Ensemble
MUSC340,Chamber Singers
MUSC346,Opera and Art Song Literature
MUSC350,Music and Creative Interaction for the Elementary Classroom Teacher
MUSC358,The Business of Music & Arts Management
MUSC360,Special Topics in Music
MUSC370,Vocal Jazz Ensemble
MUSC398,Experiential Learning in Music
MUSC401,Post-tonal Analysis
MUSC407,Counterpoint
MUSC408,Orchestration
MUSC410,Basic Principles of Conducting II-Instrumental
MUSC411,Marching Band Techniques
MUSC412,History of Musical Theatre
MUSC413,Vocal Pedagogy
MUSC454,Choral Music Methods K-12
MUSC455,Instrumental Music Methods K-12
MUSC456,Computer Music Technology
MUSC457,Music Recording Industry Practices
MUSC493,Senior Research
MUSC494,Practicum in Music Industry
MUSC495,Internship in Music Industry
MUSC499,Individual Research in Music
MUSA101,Student Recital Attendance
MUSA104,Class Piano I
MUSA105,Class Piano II
MUSA106,Class Voice I
MUSA107,Class Voice II
MUSA111,Class Guitar I
MUSA112,Class Guitar II
MUSA116,Private Instruction: Voice
MUSA117,Private Instruction: Piano
MUSA118,Private Instruction: Strings
MUSA119,Private Instruction: Woodwinds
MUSA120,Private Instruction: Brass
MUSA121,Private Instruction: Percussion
MUSA122,Private Instruction
MUSA123,Private Instruction: Organ
MUSA125,Musical Theatre Voice
MUSA213,Piano Pedagogy
MUSA286,Sophomore Evaluation - Music Studies
MUSA287,Sophomore Evaluation - Music Education
MUSA288,Sophomore Evaluation - Music Management
MUSA289,Sophomore Evaluation - Music Performance
MUSA325,Musical Theatre Voice
MUSA356,Private Instruction: Voice
MUSA357,Private Instruction: Piano
MUSA358,Private Instruction: Strings
MUSA359,Private Instruction: Woodwinds
MUSA360,Private Instruction: Brass
MUSA361,Private Instruction: Percussion
MUSA362,Private Instruction
MUSA363,Private Instruction: Organ
MUSA389,Non-degree Recital
MUSA390,Junior Recital
MUSA408,Class Instruments I: Strings
MUSA409,Class Instruments III: Woodwinds
MUSA410,Class Instruments IV: Brass
MUSA411,Class Instruments V: Percussion
MUSA490,Senior Recital
NURS401,Health Assessment
NURS402,Nursing Research and Evidence-Based Practice
NURS403,Elements of the Professional Nursing Role
NURS404,Nursing Informatics
NURS405,Ethics in Contemporary Nursing Practice
NURS406,Leadership for Quality and Safety
NURS407,Health Finance
NURS410,Contemporary Psychiatric Nursing Practice
NURS412,Women’s Health in Global Perspectives
NURS490,Special Topics in Nursing
NURS491,Population-Focused Nursing Practice
NURS495,Population-Focused Nursing Practice Practicum
NURS496,Capstone Project
NURS499,Independent Study
ORIE101,Introduction to Higher Education
PHIL100,Critical Thinking
PHIL101,Introduction to Philosophy
PHIL102,Contemporary Ethical Problems
PHIL111,Honors: Introduction to Philosophy
PHIL112,Honors: Contemporary Ethical Problems
PHIL200,Introduction to Social Justice
PHIL300,Logic
PHIL301,Ethics
PHIL302,Philosophy of Religion
PHIL303,Philosophy of Art
PHIL304,Social Philosophy
PHIL305,Criminal Justice Ethics
PHIL306,Science on Trial
PHIL308,Political Philosophy
PHIL310,Classics of Western Philosophy
PHIL311,Asian and African Philosophy
PHIL312,Legal Reasoning and Mock Trial 
PHIL313,Biomedical Ethics
PHIL314,Business Ethics
PHIL315,Philosophy and the Environment
PHIL316,The Meaning of Life
PHIL318,Skepticism and Knowledge
PHIL319,Philosophy of Existentialism
PHIL320,"Free Will, Blame, and Punishment"
PHIL321,Mind and Self 
PHIL409,Philosophy and Women
PHIL410,Philosophy of Law
PHIL452,Seminar in Contemporary Metaphysics
PHIL455,Seminar in Philosophy
PHIL480,Advanced Research Project (Capstone) 
PHIL490,Special Topics in Philosophy
PHIL492,Intership Project in Philosophy
PHIL495,Internship in Philosophy
PHIL498,Practicum in Philosophy
PHIL499,Individual Research in Philosophy
PHEC109,Lifetime Fitness and Wellness
PHEC124,Basketball
PHEC126,Soccer
PHEC129,Tennis
PHEC230,Golf
PHEC250,Beginning Swimming
PHEC251,Intermediate Swimming
PHEC350,Red Cross Lifeguarding
PHEC351,Water Safety Instruction
PHEC360,Theory of Track and Field
PHEC361,Theory of Football
PHEC362,Theory of Baseball
PHEC364,Theory of Basketball
PHEC365,Theory of Volleyball
PHEC366,Theory of Soccer
PHEC369,Theory of Softball
PHEC405,Psycho-Social Foundations of Sport
PHEC412,Principles of Coaching
PHEC415,The Black Athlete in American Society
PHEC420,Sport Law and Ethics
PHEC450,Aquatics and Pool Management
PHEC480,Field Experience in Athletic Training
PHEC481,Field Experience in Coaching
PHEC490,Special Topics in Health & Physical Education
PHEC498,Readings in Health & Physical Education
PHEC499,Individual Problems in Health & Phys. Ed.
PHSC100,Cosmic Concepts
PHSC101,Measurement
PHSC201,Physical Science I
PHSC202,Physical Science II
PHSC203,Physical Science
PHSC205,Descriptive Meteorology
PHSC210,Descriptive Astronomy
PHSC211,Descriptive Astronomy Laboratory
PHSC220,The Solar System
PHSC230,The Search for Life Beyond Earth
PHSC240,Descriptive Acoustics of Music and Hi-Fidelity
PHSC290,Selected Topics in Physical Science
PHSC315,Digital Electronics
PHSC444,Metaphysics and Modern Physics
PHYS215,General Physics I
PHYS216,General Physics II
PHYS261,"Principles of Physics I: Mechanics, Waves and Oscillations"
PHYS262,"Principles of Physics II: Thermodynamics, Electricity and Magnetism"
PHYS263,Principles of Physics III: Light and Modern Physics
PHYS264,Principles of Physics IV: Modern Physics
PHYS300,Introductory Astrophysics
PHYS304,Computational Techniques
PHYS310,Classical Mechanics
PHYS311,Thermodynamics
PHYS312,Electricity and Magnetism
PHYS313,Optics
PHYS320,Experimental Physics
PHYS331,Analog Electronics
PHYS332,Digital Electronics
PHYS335,Energy Generation & Conservation
PHYS340,Audio Engineering
PHYS350,Practical Solar Energy
PHYS410,Theoretical Mechanics
PHYS412,Theoretical Electromagnetism
PHYS415,Computer Interfacing
PHYS417,Quantum Physics
PHYS420,Introduction to Computational Physics
PHYS436,Mathematical Physics
PHYS440,Acoustics
PHYS490,Special Topics
PHYS491,Seminar
PHYS492,Capstone Senior Research and Seminar
PHYS495,Physics Internship
PHYS499,Special Projects
POSC110,Introduction to American Politics
POSC112,Honors Introduction to American Politics
POSC113,Introduction to World Politics
POSC114,Honors Introduction to World Politics
POSC131,Introduction to Comparative Politics
POSC250,Research Methods
POSC321,American State and Local Politics
POSC323,Public Administration
POSC324,Criminal Justice Systems
POSC330,Politics of Africa
POSC331,Politics of Latin America
POSC332,Politics of Middle East
POSC333,Politics of Europe
POSC336,The Politics of Food
POSC341,International Organization
POSC342,Foreign Policy of the United States
POSC352,Interest Groups
POSC353,Public Program Evaluation
POSC355,Public Budgeting
POSC358,American Public Policy
POSC361,Public Opinion and Political Behavior
POSC362,Political Parties and Elections
POSC363,Media and Politics
POSC365,Women and Politics
POSC370,Introduction to Political Thought
POSC421,American Legislative Politics
POSC422,American Constitutional Law I
POSC423,Civil Rights and Liberties
POSC427,The American Presidency
POSC431,Russian Politics
POSC435,Model Organization of American States
POSC441,Theory and Practice of International Relations
POSC442,National Security Policy
POSC443,Transnational Terrorism and Counterterrorism
POSC450,Environmental Public Policy
POSC462,Personality and Politics
POSC470,Seminar in Political Thought
POSC471,American Political Thought
POSC489,Law and Society Capstone
POSC490,Capstone Seminar in Political Science
POSC491,Seminar in Political Science
POSC492,Internship Seminar
POSC495,Internship in Political Science
POSC498,Readings in Political Science
PSYC150,General Psychology
PSYC151,Honors: General Psychology
PSYC155,Critical Thinking & Scientific Inquiry
PSYC197,Introduction to the Profession of Psychology
PSYC201,Research Methods Psychology
PSYC208,Introduction to Lifespan Development
PSYC210,Child Development
PSYC212,Adolescence and Adult Development
PSYC213,Psychology of Adjustment
PSYC214,Intro to Geropsychology
PSYC220,Psychology of Women
PSYC250,Death and Dying
PSYC270,Psychological Perspectives of Human Sexuality
PSYC290,Psychological Issues and Practices
PSYC301,Statistical Methods in Psychology
PSYC303,Psychology of Couples
PSYC306,Sensation and Perception
PSYC314,Theories of Personality
PSYC317,Abnormal Psychology
PSYC318,Social Psychology
PSYC325,African American Psychology
PSYC340,Forensic Psychology
PSYC345,Animal Learning and Cognition
PSYC360,Industrial / Organizational Psychology
PSYC385,Group Counseling
PSYC386,Pharmacology of Chemical Dependence
PSYC387,Addictions Treatment Delivery
PSYC388,Topics in Substance-Related and Addictive Disorders
PSYC389,Ethics for the Addiction Counselor
PSYC394,Learning Mentor in Psychology Field Experience
PSYC397,Career Planning in Psychology
PSYC404,Psychology of the Exceptional Child
PSYC406,Theories of Counseling
PSYC408,Tests and Measurements
PSYC409,Human Learning and Cognition
PSYC410,Individual Counseling: Evidence-Based Practices
PSYC420,Physiological Psychology
PSYC430,Health Psychology
PSYC440,Survey of Family Psychology and Intervention Issues
PSYC445,Research Applications in Animal Behavior and Cognition
PSYC450,Multicultural Counseling Issues
PSYC470,Research Methods Applications
PSYC481,History and Systems of Psychology
PSYC485,Behavioral Approaches to Human Problems
PSYC488,Environmental Psychology
PSYC489,Abnormal Child Psychology
PSYC490,Special Topics in Psychology
PSYC491,Seminar in Psychology
PSYC492,Internship Seminar
PSYC495,Internship in Psychology
PSYC497,Senior Seminar
PSYC498,Readings in Psychology
PSYC499,Psychology Projects
REED323,Process and Acquisition of Reading
REED416,Reading and Language
REED417,Literacy in the Content Area I
REED418,Reading and Writing Connections
REED420,Assessment for Reading Instruction
REED425,Materials and Motivations for Reading
REED440,Children's Literature
REED473,Reading Instruction
RECR100,Leisure and the Diverse American Culture
RECR201,Introduction to Recreation and Parks
RECR221,Introduction to Therapeutic Recreation
RECR230,Introduction to Sport Management
RECR280,Recreation Leadership
RECR321,Therapeutic Recreation Practices and Procedures
RECR332,Sport Media and Communication
RECR342,Park and Facility Design
RECR382,Program Planning
RECR384,Special Event Management
RECR388,Research Methods in Recreation and Parks
RECR390,Outdoor Adventures
RECR393,History and Philosophy of Outdoor Recreation
RECR394,Environmental Interpretation
RECR421,Client Assessment and Evaluation in Therapeutic Recreation
RECR422,Administration and Supervision of Therapeutic Recreation
RECR423,Advanced Facilitation Methods for Clinical and Community Setting in Therapeutic Recreation
RECR430,Sport Promotion
RECR432,Computer Mediated Communication in Sports
RECR440,Organization and Administration of Recreation and Parks
RECR443,Issues and Risk Management in Recreation and Parks
RECR448,Principles of Ecotourism
RECR480,Field Experience in Recreation and Parks
RECR490,Special Topics in Recreation and Parks
RECR491,Practicum and Professional Seminar
RECR492,Internship Project
RECR495,Internship in Recreation
RECR497,Out-of-Class Requirements
RECR499,Individual Study in Recreation and Parks
SCIE320,Integrated Science
SCIE321,Integrated Science / Mathematics
SCIE335,Oceanography
SCIE400,Issues in Context: From Specialist to Generalist
SCED410,Secondary Methods and Curriculum
SCED411,English in the Secondary School
SCED414,Mathematics in the Secondary School
SCED415,Methods of Teaching Modern Foreign Languages
SCED416,Business Education in the Secondary School
SCED419,Science in the Secondary School
SCED420,Social Studies in the Secondary School
SCED430,Pedagogical Content Knowledge in the Secondary Disciplines
SCED496,Teaching Internship II: Secondary Education
SCIA120,Introduction to Secure Computing and Information Assurance
SCIA210,Introduction to Cyber Law
SCIA325,Software Security Engineering
SCIA335,Network Security
SCIA340,Secure Databases
SCIA360,Operating System Security
SCIA370,Security Policy and Assessment
SCIA425,Software Testing and Assurance
SCIA435,Access Control
SCIA460,Cloud Computing and Security
SCIA470,Computer and Network Forensics I
SCIA471,Computer and Network Forensics II
SCIA472,Hacking Exposed and Incident Response
SCIA480,Applied Cryptography
SCIA485,Emerging Issues and Cyber Warfare
SCIA489,Capstone
SCIA491,Seminar in Secure Computing and Information Assurance
SCIA494,Field Experience in Secure Computing & Information Assurance
SCIA499,Individual Problems in Secure Computing & Information Assurance
SOSC350,Honors Seminar: Values and Social Change
SOSC490,Topics in Social Science
SOWK305,Racial and Cultural Minorities
SOWK306,The Sociology of African Americans
SOWK310,Statistics for Social Science
SOWK311,Basic Research Methods
SOWK364,Marriage and Family Relationships
SOWK370,Introduction to Social Welfare and Social Work
SOWK371,Social Policy
SOWK374,Child Welfare Social Services
SOWK375,Human Behavior and the Social Environment I
SOWK377,Human Behavior and the Social Environment II
SOWK379,Foundations for Generalist Practice
SOWK468,Sociology of Later Life
SOWK470,Generalist Practice with Individuals and Families
SOWK471,Generalist Practice with Communities and Organizations
SOWK473,Generalist Practice with Groups
SOWK490,Special Topics in Social work
SOWK492,Social Work Seminar
SOWK495,Internship in Social Work
SOWK498,Readings in Social Work
SOWK499,Individual Problems in Social Work
SOCI100,Introduction to Sociology
SOCI111,Honors: Introduction to Sociology
SOCI200,Social Problems
SOCI203,Sociology of Deviant Behavior
SOCI224,Cultural Anthropology
SOCI305,Racial and Cultural Minorities
SOCI306,The Sociology of African Americans
SOCI307,African Americans in Appalachia
SOCI310,Statistics for Social Science
SOCI311,Basic Research Methods
SOCI312,Applied Social Research
SOCI322,Social Demography
SOCI325,Community Analysis
SOCI326,Sociology of Rural Life
SOCI328,Sociology of Urban Life
SOCI332,Collective Behavior and Social Movement
SOCI334,Gender and Social Life
SOCI340,Criminology
SOCI341,Race and Crime
SOCI345,Sociology of the Environment
SOCI350,Folklore in Appalachia
SOCI362,Sociology of Religion
SOCI364,Marriage and Family Relationships
SOCI366,Social Inequality
SOCI367,Sociology of Medicine
SOCI420,Animals in Human Society
SOCI425,Work and Occupations
SOCI433,Sociology of Education
SOCI436,Sociological Aspects of Mass Communication
SOCI442,Juvenile Delinquency
SOCI443,The American Correctional System
SOCI450,Classical Sociological Theory
SOCI451,Contemporary Sociological Theory
SOCI466,"Women, Health and Healing"
SOCI468,Sociology of Later Life
SOCI490,Special Topics in Sociology
SOCI491,Seminar in Sociology
SOCI492,Internship Seminar / Research Paper
SOCI495,Internship in Sociology
SOCI498,Readings in Sociology
SOCI499,Individual Problems in Sociology
SPAN101,Basic Elements of Spanish I
SPAN102,Basic Elements of Spanish II
SPAN211,"Spanish Grammar, Composition, & Conversation I"
SPAN212,"Spanish Grammar, Composition, & Conversation II"
SPAN250,Overview of Spanish Language and Culture
SPAN330,Spanish for Practical Communication I
SPAN331,Spanish for Practical Communication II
SPAN332,Spanish for the Professions I
SPAN333,Introduction to Culture and Civilization of Spain
SPAN334,Introduction to Culture and Civilization of Latin America
SPAN335,Introduction to Study of Spanish Literature
SPAN350,Spanish Phonetics and Pronunciation
SPAN407,Latin American and Spanish Film
SPAN408,Comparative Grammar and Translation
SPAN409,Hispanic Literature
SPAN430,Advanced Reading & Conversation
SPAN431,Advanced Reading & Composition
SPAN432,Spanish for the Professions II
SPAN436,Spanish-English Translation
SPAN489,Capstone in Spanish
SPAN490,Special Topics in Spanish Language & Literature
SPAN495,Internship in Spanish
SPAN498,Readings in Spanish
SPAN499,Individual Problems in the Spanish Language
SPED451,Adapting Instruction in Diverse Classrooms
SPED461,Characteristics of Exceptional Children
SPED462,Intro. to the Education of Exceptional Children
SPED463,Teaching Children with Special Needs
SPED481,The Gifted Learner
SPED482,Curriculum for the Gifted Learner
SUST155,Introduction to Sustainability Studies
SUST246,Sustainability in Action
SUST350,Sustainable Agriculture
SUST455,Seminar in Sustainability Studies
SUST494,Field Experience in Sustainability Studies
THEA102,Shop Practicum
THEA103,Front of House Practicum
THEA104,Production Crew Practicum
THEA105,Performance Practicum
THEA106,Introduction to Theatre
THEA107,Introduction to Theatrical Vision
THEA110,Introduction to Acting
THEA202,Stage Management
THEA203,Costume Technologies
THEA204,Stagecraft
THEA206,Modern American Playwrights
THEA207,TheatreCAD
THEA208,Acting: Basic Principles and Application
THEA210,Voice and Movement
THEA211,Voice and Movement II
THEA304,Sound Design
THEA305,Scene Design
THEA306,Stage Lighting Design
THEA307,Costume Design
THEA308,Directing
THEA310,Voice and Speech
THEA311,Stagecraft II
THEA315,Creative Dramatics
THEA318,Acting: Analysis and Performance
THEA335,Acting in Simulation
THEA340,Theatre Management
THEA350,Playwriting
THEA360,Stage Combat
THEA400,Theatre Production
THEA407,Topics in Production Techniques
THEA408,Advanced Directing
THEA409,Marketing Yourself as a Designer and/or Technician
THEA410,Dialects
THEA412,History of Musical Theatre
THEA420,Marketing Yourself as an Actor
THEA421,Advanced Acting: Analysis and Performance of Shakespeare
THEA425,History of the Theatre I
THEA426,History of the Theatre II
THEA428,Women Through Theatre
THEA430,Auditioning for Theatre
THEA431,World Drama I: Premodern
THEA432,World Drama II: Twentieth Century
THEA450,Experiments in Scripting and Staging
THEA457,Children’s Theatre Production
THEA460,Physical Comedy
THEA465,Projects in Theatrical Design
THEA466,Projects in Directing
THEA489,Special Topics in Acting
THEA490,Special Topics in Theatre Arts
THEA492,Internship Project
THEA493,Field Work in Theatre Practice
THEA495,Internship in Theatre
THEA499,Directed Study
WMST201,Introduction to Women's Studies
WMST490,Special Topics in Women's Studies
WMST491,Seminar in Women's Studies
WMST494,Practicum in Women's Studies
WMST499,Independent Study
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
